"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2020-07-10";"218.716";"89.88";"0.05";"871";"25.11";"260.95";"150.6";"243.3315";"3816.41";"6572.51"
"E";"2020-07-09";"218.5834";"89.83";"-0.09";"871";"25.1";"146.09";"354.7";"243.3315";"3816.41";"6572.51"
"E";"2020-07-08";"218.7953";"89.92";"-0.02";"871";"25.12";"136.3";"183.9";"243.3315";"3816.41";"6572.51"
"E";"2020-07-07";"218.8503";"89.94";"-0.03";"871";"25.13";"162.04";"245.4";"243.3315";"3816.41";"6572.51"
"E";"2020-07-06";"218.9336";"89.97";"0.13";"871";"25.14";"409.5";"96";"243.3315";"3816.41";"6572.51"
"E";"2020-07-05";"218.8538";"89.93";"0.33";"871";"25.13";"828.21";"27.2";"243.3581";"3816.83";"6573.13"
"E";"2020-07-04";"218.0481";"89.6";"0.33";"871";"25.03";"814.05";"0.1";"243.3581";"3816.83";"6573.13"
"E";"2020-07-03";"217.2424";"89.27";"0.14";"871";"24.94";"391.09";"40.3";"243.3581";"3816.83";"6573.13"
"E";"2020-07-02";"216.5875";"89";"0.04";"871";"24.87";"130.66";"32";"243.3581";"3816.83";"6573.13"
"E";"2020-07-01";"216.4954";"88.96";"0.1";"871";"24.86";"257.82";"19.3";"243.3581";"3816.83";"6573.13"
"E";"2020-06-30";"216.2569";"88.86";"0.14";"871";"24.83";"363.92";"14.6";"243.3581";"3816.83";"6573.13"
"E";"2020-06-29";"215.9006";"88.72";"0.12";"871";"24.79";"301.07";"9.8";"243.3581";"3816.83";"6573.13"
"E";"2020-06-28";"215.6049";"88.6";"0.22";"871";"24.75";"538.55";"6.1";"243.3353";"3816.47";"6572.6"
"E";"2020-06-27";"215.068";"88.38";"0.22";"871";"24.69";"526.83";"1.8";"243.3353";"3816.47";"6572.6"
"E";"2020-06-26";"214.5386";"88.17";"0.12";"871";"24.63";"288.47";"3.2";"243.3353";"3816.47";"6572.6"
"E";"2020-06-25";"214.2489";"88.05";"0.09";"871";"24.6";"229.58";"21.7";"243.3353";"3816.47";"6572.6"
"E";"2020-06-24";"214.0318";"87.96";"0.06";"871";"24.57";"179.37";"22";"243.3353";"3816.47";"6572.6"
"E";"2020-06-23";"213.8615";"87.89";"0.1";"871";"24.55";"249.9";"12.1";"243.3353";"3816.47";"6572.6"
"E";"2020-06-22";"213.6125";"87.79";"0.13";"871";"24.52";"320.98";"12";"243.3353";"3816.47";"6572.6"
"E";"2020-06-21";"213.3005";"87.69";"0.28";"871";"24.49";"677.16";"5.1";"243.244";"3815.02";"6570.48"
"E";"2020-06-20";"212.6239";"87.41";"0.24";"871";"24.41";"597.39";"9.6";"243.244";"3815.02";"6570.48"
"E";"2020-06-19";"212.0318";"87.17";"0.1";"871";"24.34";"247.38";"14.4";"243.244";"3815.02";"6570.48"
"E";"2020-06-18";"211.7944";"87.07";"0.07";"871";"24.32";"187.7";"24.4";"243.244";"3815.02";"6570.48"
"E";"2020-06-17";"211.625";"87";"0.07";"871";"24.3";"195.65";"22.5";"243.244";"3815.02";"6570.48"
"E";"2020-06-16";"211.4512";"86.94";"0.09";"871";"24.28";"275.94";"60.6";"243.2181";"3815.02";"6570.48"
"E";"2020-06-15";"211.2331";"86.85";"0.14";"871";"24.25";"360.4";"13.5";"243.2181";"3815.02";"6570.48"
"E";"2020-06-14";"210.8833";"86.67";"0.33";"871";"24.21";"807.69";"12.4";"243.3036";"3816.38";"6572.47"
"E";"2020-06-13";"210.0843";"86.35";"0.28";"871";"24.12";"698.94";"14.1";"243.3036";"3816.38";"6572.47"
"E";"2020-06-12";"209.3955";"86.06";"0.18";"871";"24.04";"447.38";"7.2";"243.3036";"3816.38";"6572.47"
"E";"2020-06-11";"208.9508";"85.88";"0.12";"871";"23.99";"304.27";"6.6";"243.3036";"3816.38";"6572.47"
"E";"2020-06-10";"208.6495";"85.76";"-0.01";"871";"23.96";"69.98";"82.9";"243.3036";"3816.38";"6572.47"
"E";"2020-06-09";"208.6581";"85.76";"0.04";"871";"23.96";"145.11";"45";"243.3036";"3816.38";"6572.47"
"E";"2020-06-08";"208.5556";"85.72";"0.06";"871";"23.94";"196.63";"56.6";"243.3036";"3816.38";"6572.47"
"E";"2020-06-07";"208.3948";"85.93";"0.2";"871";"23.93";"497.56";"15.4";"242.5072";"3816.95";"6573.31"
"E";"2020-06-06";"207.9253";"85.74";"0.22";"871";"23.87";"529.32";"6.5";"242.5072";"3816.95";"6573.31"
"E";"2020-06-05";"207.4193";"85.53";"0.06";"871";"23.81";"263.63";"112.1";"242.5072";"3816.95";"6573.31"
"E";"2020-06-04";"207.2612";"85.47";"0.12";"871";"23.8";"442.63";"149.5";"242.5072";"3816.95";"6573.31"
"E";"2020-06-03";"206.9657";"85.34";"0.13";"871";"23.76";"347.8";"35.6";"242.5072";"3816.95";"6573.31"
"E";"2020-06-02";"206.6409";"85.21";"0.14";"871";"23.72";"345.66";"8.8";"242.5072";"3816.95";"6573.31"
"E";"2020-06-01";"206.3013";"85.07";"0.25";"871";"23.69";"625.53";"9.1";"242.5072";"3816.95";"6573.31"
"E";"2020-05-31";"205.6656";"84.8";"0.24";"871";"23.61";"584.09";"12.7";"242.5166";"3817.1";"6573.53"
"E";"2020-05-30";"205.0927";"84.57";"0.24";"871";"23.55";"618.64";"25.2";"242.5166";"3817.1";"6573.53"
"E";"2020-05-29";"204.4872";"84.32";"0.05";"871";"23.48";"230.66";"105.6";"242.5166";"3817.1";"6573.53"
"E";"2020-05-28";"204.3562";"84.26";"-0.05";"871";"23.46";"138.27";"256.4";"242.5166";"3817.1";"6573.53"
"E";"2020-05-27";"204.4744";"84.31";"0";"871";"23.48";"113.7";"114.4";"242.5166";"3817.1";"6573.53"
"E";"2020-05-26";"204.4713";"84.31";"0.14";"871";"23.48";"372.26";"27.9";"242.5166";"3817.1";"6573.53"
"E";"2020-05-25";"204.1225";"84.17";"0.22";"871";"23.44";"557.6";"31.4";"242.5166";"3817.1";"6573.53"
"E";"2020-05-24";"203.5863";"83.89";"0.28";"871";"23.37";"814.35";"124.1";"242.6762";"3819.64";"6577.25"
"E";"2020-05-23";"202.8852";"83.6";"0.42";"871";"23.29";"1047.53";"27.5";"242.6762";"3819.64";"6577.25"
"E";"2020-05-22";"201.8543";"83.25";"0.41";"871";"23.18";"1007.63";"12.7";"242.4729";"3819.64";"6577.25"
"E";"2020-05-21";"200.8594";"82.84";"0.31";"871";"23.06";"769.22";"12.7";"242.4729";"3819.64";"6577.25"
"E";"2020-05-20";"200.0969";"82.52";"0.18";"871";"22.97";"455.36";"12";"242.4729";"3819.64";"6577.25"
"E";"2020-05-19";"199.6475";"82.34";"0.16";"871";"22.92";"442.97";"48.4";"242.4729";"3819.64";"6577.25"
"E";"2020-05-18";"199.2448";"82.17";"0.26";"871";"22.88";"623.9";"2.8";"242.4729";"3819.64";"6577.25"
"E";"2020-05-17";"198.5898";"81.93";"0.35";"871";"22.8";"846.92";"0.3";"242.3855";"3818.25";"6575.21"
"E";"2020-05-16";"197.7369";"81.58";"0.26";"871";"22.7";"634.26";"12.8";"242.3855";"3818.25";"6575.21"
"E";"2020-05-15";"197.1022";"81.32";"0.09";"871";"22.63";"283.61";"62";"242.3855";"3818.25";"6575.21"
"E";"2020-05-14";"196.8746";"81.22";"0.04";"871";"22.6";"199.72";"105.5";"242.3855";"3818.25";"6575.21"
"E";"2020-05-13";"196.7745";"81.18";"0.02";"871";"22.59";"225.04";"176.5";"242.3855";"3818.25";"6575.21"
"E";"2020-05-12";"196.7204";"81.16";"-0.14";"871";"22.59";"66.35";"411.5";"242.3791";"3818.25";"6575.21"
"E";"2020-05-11";"197.0586";"81.3";"0.24";"871";"22.62";"580.14";"9.2";"242.3791";"3818.25";"6575.21"
"E";"2020-05-10";"196.4578";"81.04";"0.53";"871";"22.56";"1280.81";"0.5";"242.4095";"3818.74";"6575.92"
"E";"2020-05-09";"195.174";"80.51";"0.5";"871";"22.41";"1216.97";"0";"242.4095";"3818.74";"6575.92"
"E";"2020-05-08";"193.9556";"80.01";"0.38";"871";"22.27";"925.7";"1";"242.4095";"3818.74";"6575.92"
"E";"2020-05-07";"193.0083";"79.62";"0.17";"871";"22.16";"413.17";"2";"242.4065";"3818.69";"6575.84"
"E";"2020-05-06";"192.5829";"79.45";"0.09";"871";"22.11";"285.81";"59.7";"242.4065";"3818.69";"6575.84"
"E";"2020-05-05";"192.3426";"79.35";"0.09";"871";"22.08";"283.18";"57.7";"242.4065";"3818.69";"6575.84"
"E";"2020-05-04";"192.1086";"79.25";"0.17";"871";"22.06";"417.24";"15.6";"242.4065";"3818.69";"6575.84"
"E";"2020-05-03";"191.6923";"79.12";"0.28";"871";"22.01";"677.87";"9.4";"242.2925";"3816.87";"6573.19"
"E";"2020-05-02";"191.0097";"78.83";"0.29";"871";"21.93";"712.69";"2.2";"242.2925";"3816.87";"6573.19"
"E";"2020-05-01";"190.2851";"78.54";"0.34";"871";"21.85";"830.48";"0.7";"242.2925";"3816.87";"6573.19"
"E";"2020-04-30";"189.4421";"78.23";"0.27";"871";"21.75";"655.57";"1.2";"242.153";"3816.87";"6573.19"
"E";"2020-04-29";"188.7807";"77.96";"0.22";"871";"21.67";"557.34";"17.8";"242.153";"3816.87";"6573.19"
"E";"2020-04-28";"188.2347";"77.73";"0.14";"871";"21.61";"348.74";"17.1";"242.153";"3863.67";"6573.19"
"E";"2020-04-27";"187.9079";"77.6";"0.13";"871";"21.57";"344.47";"19.9";"242.153";"3863.67";"6573.19"
"E";"2020-04-26";"187.5773";"77.48";"0.26";"871";"21.54";"641.75";"8.4";"242.1112";"3863.01";"6572.22"
"E";"2020-04-25";"186.922";"77.21";"0.31";"871";"21.46";"747.69";"2.7";"242.1112";"3863.01";"6572.22"
"E";"2020-04-24";"186.175";"76.9";"0.25";"871";"21.37";"608.18";"0.8";"242.1112";"3863.01";"6572.22"
"E";"2020-04-23";"185.5594";"76.64";"0.19";"871";"21.3";"456.13";"3.7";"242.1112";"3863.01";"6572.22"
"E";"2020-04-22";"185.0986";"76.45";"0.26";"871";"21.25";"655.2";"16.8";"242.1112";"3863.01";"6572.22"
"E";"2020-04-21";"184.4426";"76.18";"0.27";"871";"21.18";"667.78";"8.1";"242.1112";"3863.01";"6572.22"
"E";"2020-04-20";"183.7847";"75.91";"0.23";"871";"21.1";"589.53";"26.1";"242.1112";"3863.01";"6572.22"
"E";"2020-04-19";"183.203";"75.68";"0.41";"871";"21.03";"986.87";"1.9";"242.0694";"3862.34";"6571.24"
"E";"2020-04-18";"182.2151";"75.27";"0.43";"871";"20.92";"1052.67";"16.2";"242.0694";"3862.34";"6571.24"
"E";"2020-04-17";"181.1876";"74.85";"0.17";"871";"20.8";"430.66";"8.2";"242.0694";"3862.34";"6571.24"
"E";"2020-04-16";"180.7621";"74.67";"0.15";"871";"20.75";"371.37";"5.5";"242.0694";"3862.34";"6571.24"
"E";"2020-04-15";"180.3881";"74.52";"0.02";"871";"20.71";"152.24";"93.4";"242.0694";"3862.34";"6571.24"
"E";"2020-04-14";"180.3211";"74.49";"0.04";"871";"20.7";"237.23";"142.2";"242.0694";"3862.34";"6571.24"
"E";"2020-04-13";"180.3192";"74.49";"0.27";"871";"20.7";"667.08";"17.3";"242.0694";"3862.34";"6571.24"
"E";"2020-04-12";"179.6626";"74.24";"0.39";"871";"20.63";"943.73";"6.2";"242.0048";"3861.31";"6569.74"
"E";"2020-04-11";"178.7169";"73.85";"0.32";"871";"20.52";"796.62";"11.9";"242.0048";"3861.31";"6569.74"
"E";"2020-04-10";"177.9241";"73.52";"0.28";"871";"20.43";"685.18";"13.1";"242.0048";"3861.31";"6569.74"
"E";"2020-04-09";"177.2438";"73.24";"0.21";"871";"20.35";"509.38";"5.3";"242.0048";"3861.31";"6569.74"
"E";"2020-04-08";"176.7236";"73.02";"0.17";"871";"20.29";"427.05";"8.4";"242.0048";"3861.31";"6569.74"
"E";"2020-04-07";"176.3035";"72.85";"0.16";"871";"20.24";"415.58";"36.9";"242.0048";"3861.31";"6569.74"
"E";"2020-04-06";"175.9235";"72.69";"0.16";"871";"20.2";"396.26";"8";"242.0048";"3861.31";"6569.74"
"E";"2020-04-05";"175.5273";"72.53";"0.16";"871";"20.15";"425.82";"31.3";"242.02";"3861.56";"6570.09"
"E";"2020-04-04";"175.1247";"72.36";"0.06";"871";"20.11";"250.57";"93.3";"242.02";"3861.56";"6570.09"
"E";"2020-04-03";"174.9595";"72.29";"-0.11";"871";"20.09";"128.18";"391.5";"242.02";"3861.56";"6570.09"
"E";"2020-04-02";"175.2237";"72.4";"-0.17";"871";"20.12";"154.36";"559.9";"242.02";"3861.56";"6570.09"
"E";"2020-04-01";"175.125";"72.56";"-0.22";"871";"20.11";"416.86";"950.2";"241.352";"3850.18";"6542.97"
"E";"2020-03-31";"173.9688";"71.59";"-0.61";"871";"19.97";"60.8";"1553.8";"242.9902";"3850.34";"6502.07"
"E";"2020-03-30";"175.5288";"72.15";"-0.42";"871";"20.15";"14.02";"1046.2";"243.2943";"3809.65";"6515.63"
"E";"2020-03-29";"176.4609";"72.53";"-0.07";"871";"20.26";"179.29";"352.9";"243.308";"3809.86";"6515.94"
"E";"2020-03-28";"176.6345";"72.6";"0.05";"871";"20.28";"203.22";"92.5";"243.308";"3688.53";"6314.34"
"E";"2020-03-27";"176.5238";"72.55";"-0.15";"871";"20.27";"63.71";"420.9";"243.308";"3809.86";"6515.94"
"E";"2020-03-26";"176.8809";"72.7";"-0.33";"871";"20.31";"15.74";"809.1";"243.308";"3809.86";"6515.94"
"E";"2020-03-25";"177.6848";"73.03";"-0.36";"871";"20.4";"45.13";"910.3";"243.308";"3809.86";"6515.94"
"E";"2020-03-24";"178.561";"73.39";"-0.32";"871";"20.5";"41.75";"810.2";"243.3076";"3809.86";"6515.94"
"E";"2020-03-23";"179.3395";"73.71";"-0.38";"871";"20.59";"69.83";"996.2";"243.3076";"3809.86";"6515.94"
"E";"2020-03-22";"180.3109";"74.11";"-0.15";"871";"20.7";"89.55";"462.2";"243.3036";"3809.8";"6515.86"
"E";"2020-03-21";"180.6929";"74.27";"-0.15";"871";"20.75";"97.15";"454.5";"243.3036";"3809.8";"6515.86"
"E";"2020-03-20";"181.062";"74.42";"-0.15";"871";"20.79";"55.42";"422.8";"243.3036";"3809.8";"6515.86"
"E";"2020-03-19";"181.4398";"74.57";"-0.15";"871";"20.83";"39.01";"415";"243.3036";"3809.8";"6515.86"
"E";"2020-03-18";"181.8329";"74.73";"-0.07";"871";"20.88";"50.47";"220.6";"243.3036";"3809.8";"6515.86"
"E";"2020-03-17";"182.0137";"74.81";"-0.1";"871";"20.9";"109.61";"350.6";"243.3036";"3809.8";"6515.86"
"E";"2020-03-16";"182.2653";"74.91";"-0.11";"871";"20.93";"116.27";"375.7";"243.3036";"3809.8";"6515.86"
"E";"2020-03-15";"182.5353";"75.03";"-0.06";"871";"20.96";"166.3";"316.1";"243.2761";"3809.38";"6515.24"
"E";"2020-03-14";"182.6809";"75.09";"-0.19";"871";"20.97";"64.14";"516.8";"243.2761";"3809.38";"6515.24"
"E";"2020-03-13";"183.1427";"75.28";"-0.16";"871";"21.03";"12.45";"413.7";"243.2761";"3809.38";"6515.24"
"E";"2020-03-12";"183.5465";"75.45";"-0.03";"871";"21.07";"125.57";"199.4";"243.2761";"3809.38";"6515.24"
"E";"2020-03-11";"183.6212";"75.48";"-0.05";"871";"21.08";"143.02";"257";"243.2761";"3809.38";"6515.24"
"E";"2020-03-10";"183.7457";"75.53";"-0.14";"871";"21.1";"68.63";"414.2";"243.2761";"3809.38";"6515.24"
"E";"2020-03-09";"184.1039";"75.68";"-0.24";"871";"21.14";"10.22";"582.5";"243.2761";"3809.38";"6515.24"
"E";"2020-03-08";"184.6814";"75.91";"-0.04";"871";"21.2";"126.08";"213.4";"243.2958";"3809.68";"6515.68"
"E";"2020-03-07";"184.7793";"75.95";"-0.17";"871";"21.21";"11.18";"426.2";"243.2958";"3809.68";"6515.68"
"E";"2020-03-06";"185.2048";"76.12";"-0.22";"871";"21.26";"69.59";"611.9";"243.2958";"3809.68";"6515.68"
"E";"2020-03-05";"185.7577";"76.35";"-0.38";"871";"21.33";"21.98";"951.4";"243.2958";"3809.68";"6515.68"
"E";"2020-03-04";"186.6976";"76.74";"-0.31";"871";"21.43";"25.21";"779.6";"243.2958";"3809.68";"6515.68"
"E";"2020-03-03";"187.4626";"77.05";"-0.26";"871";"21.52";"36.23";"659.1";"243.2958";"3809.68";"6515.68"
"E";"2020-03-02";"188.0962";"77.31";"-0.49";"871";"21.6";"11.11";"1208.2";"243.2958";"3809.68";"6515.68"
"E";"2020-03-01";"189.4888";"77.89";"-0.17";"871";"21.76";"90.35";"492.5";"243.2742";"3809.35";"6515.19"
"E";"2020-02-29";"189.8878";"78.06";"-0.05";"871";"21.8";"141.18";"260.5";"243.2742";"3809.35";"6515.19"
"E";"2020-02-28";"190.0127";"78.11";"-0.55";"871";"21.82";"52.67";"1391.7";"243.2742";"3809.35";"6515.19"
"E";"2020-02-27";"191.3868";"78.67";"-0.63";"871";"21.97";"35.59";"1572.1";"243.2742";"3809.35";"6515.19"
"E";"2020-02-26";"192.9121";"79.3";"-0.44";"871";"22.15";"11.44";"1076.1";"243.2742";"3809.35";"6515.19"
"E";"2020-02-25";"193.9767";"79.74";"-0.18";"871";"22.27";"46.51";"489";"243.2742";"3809.35";"6515.19"
"E";"2020-02-24";"194.4365";"79.92";"-0.21";"871";"22.32";"18.87";"532.4";"243.2742";"3809.35";"6515.19"
"E";"2020-02-23";"195.007";"80.16";"-0.02";"871";"22.39";"119.58";"177.7";"243.2722";"3809.32";"6515.15"
"E";"2020-02-22";"195.0801";"80.19";"-0.06";"871";"22.4";"74.27";"226.6";"243.2722";"3809.32";"6515.15"
"E";"2020-02-21";"195.2473";"80.26";"-0.2";"871";"22.42";"26.12";"500.7";"243.2722";"3809.32";"6515.15"
"E";"2020-02-20";"195.7368";"80.46";"-0.2";"871";"22.47";"37.84";"529.4";"243.2722";"3809.32";"6515.15"
"E";"2020-02-19";"196.2389";"80.67";"-0.2";"871";"22.53";"23.32";"521.2";"243.2722";"3809.32";"6515.15"
"E";"2020-02-18";"196.7356";"80.87";"-0.24";"871";"22.59";"45.53";"637.8";"243.2722";"3809.32";"6515.15"
"E";"2020-02-17";"197.3279";"81.11";"-0.18";"871";"22.66";"21.73";"454.2";"243.2722";"3809.32";"6515.15"
"E";"2020-02-16";"197.7605";"81.29";"0.02";"871";"22.7";"225.09";"185.3";"243.2722";"3809.32";"6515.15"
"E";"2020-02-15";"197.7208";"81.28";"-0.06";"871";"22.7";"187.45";"325.2";"243.2722";"3809.32";"6515.15"
"E";"2020-02-14";"197.8585";"81.33";"-0.26";"871";"22.72";"52.59";"679";"243.2722";"3809.32";"6515.15"
"E";"2020-02-13";"198.4849";"81.59";"-0.4";"871";"22.79";"46.25";"1014.7";"243.2722";"3809.32";"6515.15"
"E";"2020-02-12";"199.4534";"81.99";"-0.38";"871";"22.9";"16.6";"942";"243.2722";"3809.32";"6515.15"
"E";"2020-02-11";"200.4313";"82.39";"-0.33";"871";"23.01";"15.92";"822.8";"243.2722";"3809.32";"6515.15"
"E";"2020-02-10";"201.1952";"82.7";"-0.21";"871";"23.1";"29.74";"541.4";"243.2722";"3809.32";"6515.15"
"E";"2020-02-09";"201.7069";"82.91";"-0.13";"871";"23.16";"81.28";"400.7";"243.2722";"3809.32";"6515.15"
"E";"2020-02-08";"202.0263";"83.05";"-0.32";"871";"23.19";"13.1";"791.5";"243.2722";"3809.32";"6515.15"
"E";"2020-02-07";"202.9";"83.4";"-0.48";"871";"23.3";"12.03";"1175.3";"243.2722";"3809.32";"6515.15"
"E";"2020-02-06";"204.0149";"83.86";"-0.74";"871";"23.42";"3.99";"1804.1";"243.2722";"3856.12";"6515.15"
"E";"2020-02-05";"205.8594";"84.62";"-0.51";"871";"23.63";"17.49";"1253.3";"243.2722";"3809.32";"6515.15"
"E";"2020-02-04";"207.0659";"85.12";"-0.39";"871";"23.77";"12.06";"956.8";"243.2722";"3809.32";"6515.15"
"E";"2020-02-03";"208.0106";"85.51";"-0.3";"871";"23.88";"18.02";"759.6";"243.2722";"3809.32";"6515.15"
"E";"2020-02-02";"208.7523";"85.81";"-0.07";"871";"23.97";"73.76";"250.5";"243.2722";"3809.32";"6515.15"
"E";"2020-02-01";"208.929";"85.88";"-0.04";"871";"23.99";"84.56";"172.7";"243.2722";"3809.32";"6515.15"
"E";"2020-01-31";"209.0171";"85.92";"-0.15";"871";"24";"91.15";"466";"243.2722";"3809.32";"6542.94"
"E";"2020-01-30";"209.3934";"86.07";"-0.45";"871";"24.04";"40.75";"1146.9";"243.2722";"3809.32";"6542.94"
"E";"2020-01-29";"210.5437";"86.55";"-0.53";"871";"24.17";"38.21";"1331.3";"243.2722";"3809.32";"6542.94"
"E";"2020-01-28";"211.8135";"87.07";"-0.56";"871";"24.32";"38.19";"1401.2";"243.2722";"3809.32";"6542.94"
"E";"2020-01-27";"213.1975";"87.64";"-0.37";"871";"24.48";"64.12";"970.2";"243.2722";"3809.32";"6542.94"
"E";"2020-01-26";"214.1254";"88.02";"-0.38";"871";"24.58";"45.95";"960.6";"243.2683";"3809.26";"6542.86"
"E";"2020-01-25";"215.0642";"88.41";"-0.49";"871";"24.69";"27.91";"1209.1";"243.2683";"3809.26";"6542.86"
"E";"2020-01-24";"216.2523";"88.89";"-0.71";"871";"24.83";"15.41";"1736.2";"243.2683";"3809.26";"6542.86"
"E";"2020-01-23";"217.9691";"89.6";"-0.69";"871";"25.03";"21.35";"1694";"243.2683";"3809.26";"6542.86"
"E";"2020-01-22";"219.6681";"90.31";"-0.63";"871";"25.22";"23.83";"1560.5";"243.2402";"3809.04";"6542.42"
"E";"2020-01-21";"221.2338";"90.94";"-0.72";"871";"25.4";"8.72";"1756.8";"243.2683";"3809.26";"6542.86"
"E";"2020-01-20";"222.9274";"91.64";"-0.65";"871";"25.59";"7.76";"1586.9";"243.2683";"3809.26";"6542.86"
"E";"2020-01-19";"224.5204";"92.29";"-0.38";"871";"25.78";"3.06";"915.3";"243.2643";"3809.2";"6542.77"
"E";"2020-01-18";"225.4439";"92.67";"-0.25";"871";"25.88";"20.6";"635.2";"243.2643";"3809.2";"6542.77"
"E";"2020-01-17";"226.1017";"92.94";"-0.28";"871";"25.96";"15.4";"696.6";"243.2643";"3809.2";"6542.77"
"E";"2020-01-16";"226.7713";"93.22";"-0.23";"871";"26.04";"36.73";"598.5";"243.2643";"3809.2";"6542.77"
"E";"2020-01-15";"227.333";"93.45";"-0.21";"871";"26.1";"12.97";"513";"243.2643";"3809.2";"6542.77"
"E";"2020-01-14";"227.8539";"93.67";"-0.18";"871";"26.16";"14.49";"452.9";"243.2643";"3809.2";"6542.77"
"E";"2020-01-13";"228.3062";"93.85";"-0.24";"871";"26.21";"16.37";"600.9";"243.2643";"3809.2";"6542.77"
"E";"2020-01-12";"228.8908";"94.1";"-0.25";"871";"26.28";"21.4";"628.4";"243.2368";"3808.77";"6542.15"
"E";"2020-01-11";"229.4978";"94.35";"-0.2";"871";"26.35";"25.24";"519.8";"243.2368";"3808.77";"6542.15"
"E";"2020-01-10";"229.9924";"94.55";"-0.14";"871";"26.41";"11.6";"354.3";"243.2368";"3808.77";"6542.15"
"E";"2020-01-09";"230.3455";"94.7";"-0.17";"871";"26.45";"34.99";"439.9";"243.2368";"3808.77";"6542.15"
"E";"2020-01-08";"230.7608";"94.87";"-0.38";"871";"26.49";"14.73";"932.1";"243.2368";"3808.77";"6542.15"
"E";"2020-01-07";"231.6921";"95.25";"-0.39";"871";"26.6";"23.02";"962.7";"243.2368";"3808.77";"6542.15"
"E";"2020-01-06";"232.6147";"95.63";"-0.31";"871";"26.71";"7.32";"772.7";"243.2389";"3808.77";"6542.15"
"E";"2020-01-05";"233.3651";"95.94";"-0.16";"871";"26.79";"27.54";"416.9";"243.2507";"3808.95";"6542.41"
"E";"2020-01-04";"233.8042";"96.12";"-0.15";"871";"26.84";"40.81";"394.4";"243.2507";"3808.95";"6542.41"
"E";"2020-01-03";"234.1716";"96.27";"-0.24";"871";"26.89";"21.08";"609.9";"243.2507";"3808.95";"6542.41"
"E";"2020-01-02";"234.781";"96.52";"-0.37";"871";"26.96";"16.58";"913.9";"243.2507";"3808.95";"6542.41"
"E";"2020-01-01";"235.6994";"96.9";"-0.22";"871";"27.06";"14.55";"551.1";"243.2507";"3808.95";"6542.41"
"E";"2019-12-31";"236.2568";"97.12";"-0.09";"893";"26.46";"125.82";"342.5";"243.2507";"3808.95";"6542.41"
"E";"2019-12-30";"236.4751";"97.21";"-0.13";"893";"26.48";"63.95";"373.6";"243.2507";"3808.95";"6542.41"
"E";"2019-12-29";"236.7848";"97.34";"-0.08";"893";"26.52";"64.13";"258.6";"243.2467";"3808.89";"6542.32"
"E";"2019-12-28";"236.983";"97.42";"-0.06";"893";"26.54";"83.38";"240.2";"243.2467";"3808.89";"6542.32"
"E";"2019-12-27";"237.1362";"97.49";"-0.05";"893";"26.56";"40.44";"161.6";"243.2467";"3808.89";"6542.32"
"E";"2019-12-26";"237.2439";"97.53";"0.04";"893";"26.57";"194.67";"97.3";"243.2467";"3808.89";"6542.32"
"E";"2019-12-25";"237.1464";"97.49";"0.05";"893";"26.56";"203.1";"86";"243.2467";"3808.89";"6542.32"
"E";"2019-12-24";"237.0293";"97.44";"0.04";"893";"26.54";"200.5";"93.8";"243.2467";"3808.89";"6542.32"
"E";"2019-12-23";"236.9328";"97.4";"0.01";"893";"26.53";"132.87";"97.4";"243.2467";"3808.89";"6542.32"
"E";"2019-12-22";"236.9007";"97.39";"0.04";"893";"26.53";"203.62";"112.1";"243.2487";"3808.92";"6542.37"
"E";"2019-12-21";"236.8092";"97.35";"0.05";"893";"26.52";"222.38";"111.3";"243.2487";"3808.92";"6542.37"
"E";"2019-12-20";"236.6982";"97.31";"0";"893";"26.51";"107.62";"115.3";"243.2487";"3808.92";"6542.37"
"E";"2019-12-19";"236.705";"97.31";"0";"893";"26.51";"158.63";"146.8";"243.2487";"3808.92";"6542.37"
"E";"2019-12-18";"236.6943";"97.31";"-0.09";"893";"26.51";"43.93";"257.3";"243.2487";"3808.92";"6542.37"
"E";"2019-12-17";"236.9167";"97.4";"-0.06";"893";"26.53";"144.64";"280.2";"243.2487";"3808.92";"6542.37"
"E";"2019-12-16";"237.048";"97.45";"-0.06";"893";"26.55";"104.23";"256.7";"243.2457";"3808.92";"6542.37"
"E";"2019-12-15";"237.209";"97.52";"0.04";"893";"26.56";"252.26";"143.9";"243.2437";"3808.89";"6542.32"
"E";"2019-12-14";"237.1003";"97.47";"0";"893";"26.55";"146.44";"156.7";"243.2437";"3808.89";"6542.32"
"E";"2019-12-13";"237.1109";"97.48";"-0.15";"893";"26.55";"56.44";"429.5";"243.2437";"3808.89";"6542.32"
"E";"2019-12-12";"237.4974";"97.64";"-0.15";"893";"26.6";"69.94";"426.5";"243.2437";"3808.89";"6542.32"
"E";"2019-12-11";"237.8667";"97.79";"-0.2";"893";"26.64";"35.49";"513.7";"243.2437";"3808.89";"6542.32"
"E";"2019-12-10";"238.3419";"97.98";"-0.17";"893";"26.69";"39.21";"451.1";"243.2437";"3808.89";"6542.32"
"E";"2019-12-09";"238.7541";"98.15";"-0.05";"893";"26.74";"76.12";"198.9";"243.2437";"3808.89";"6542.32"
